Date,Max,Min,Avg
7/22/2015,107,86,96.5
7/23/2015,105,84,94.5
7/24/2015,104,87,95.5
7/25/2015,109,88,98.5
7/26/2015,108,86,97
7/27/2015,106,86,96
7/28/2015,106,88,97
7/29/2015,100,87,93.5
7/30/2015,106,85,95.5
7/31/2015,110,78,94
8/1/2015,103,80,91.5
8/2/2015,108,86,97
8/3/2015,110,87,98.5
8/4/2015,111,88,99.5
8/5/2015,112,89,100.5
8/6/2015,106,92,99
8/7/2015,107,79,93
8/8/2015,102,80,91
8/9/2015,107,86,96.5
8/10/2015,105,87,96
8/11/2015,97,76,86.5
8/12/2015,108,80,94
8/13/2015,114,89,101.5
8/14/2015,117,93,105
8/15/2015,115,93,104
8/16/2015,112,93,102.5
8/17/2015,108,91,99.5
8/18/2015,107,88,97.5
8/19/2015,107,86,96.5
8/20/2015,107,88,97.5
8/21/2015,107,89,98
8/22/2015,105,88,96.5
8/23/2015,107,87,97
8/24/2015,108,88,98
8/25/2015,100,84,92
8/26/2015,106,84,95
8/27/2015,108,82,95
8/28/2015,109,81,95
8/29/2015,111,80,95.5
8/30/2015,108,83,95.5
8/31/2015,106,77,91.5
9/1/2015,99,79,89
9/2/2015,101,84,92.5
9/3/2015,100,77,88.5
9/4/2015,98,76,87
9/5/2015,95,81,88
9/6/2015,104,83,93.5
9/7/2015,98,85,91.5
9/8/2015,105,85,95
9/9/2015,96,84,90
9/10/2015,93,81,87
9/11/2015,102,78,90
9/12/2015,107,83,95
9/13/2015,103,78,90.5
9/14/2015,98,76,87
9/15/2015,97,79,88
9/16/2015,98,78,88
9/17/2015,98,76,87
9/18/2015,101,77,89
9/19/2015,103,79,91
9/20/2015,103,82,92.5
9/21/2015,92,76,84
9/22/2015,93,74,83.5
9/23/2015,97,72,84.5
9/24/2015,104,77,90.5
9/25/2015,103,82,92.5
9/26/2015,105,82,93.5
9/27/2015,104,81,92.5
9/28/2015,104,80,92
9/29/2015,103,79,91
9/30/2015,106,78,92
10/1/2015,106,77,91.5
10/2/2015,98,75,86.5
10/3/2015,95,70,82.5
10/4/2015,95,70,82.5
10/5/2015,89,68,78.5
10/6/2015,80,65,72.5
10/7/2015,83,64,73.5
10/8/2015,92,66,79
10/9/2015,95,74,84.5
10/10/2015,95,73,84
10/11/2015,98,74,86
10/12/2015,97,75,86
10/13/2015,98,75,86.5
10/14/2015,100,76,88
10/15/2015,96,76,86
10/16/2015,97,74,85.5
10/17/2015,89,72,80.5
10/18/2015,92,71,81.5
10/19/2015,86,68,77
10/20/2015,81,67,74
10/21/2015,77,64,70.5
10/22/2015,79,61,70
10/23/2015,84,63,73.5
10/24/2015,90,64,77
10/25/2015,88,69,78.5
10/26/2015,91,67,79
10/27/2015,89,65,77
10/28/2015,87,68,77.5
10/29/2015,81,65,73
10/30/2015,79,60,69.5
10/31/2015,83,57,70
11/1/2015,85,59,72
11/2/2015,88,61,74.5
11/3/2015,83,63,73
11/4/2015,69,54,61.5
11/5/2015,66,50,58
11/6/2015,74,48,61
11/7/2015,80,50,65
11/8/2015,83,56,69.5
11/9/2015,81,56,68.5
11/10/2015,71,55,63
11/11/2015,69,48,58.5
11/12/2015,77,46,61.5
11/13/2015,80,50,65
11/14/2015,78,52,65
11/15/2015,66,57,61.5
11/16/2015,60,51,55.5
11/17/2015,63,45,54
11/18/2015,66,45,55.5
11/19/2015,76,46,61
11/20/2015,79,50,64.5
11/21/2015,82,50,66
11/22/2015,80,55,67.5
11/23/2015,81,54,67.5
11/24/2015,79,53,66
11/25/2015,72,57,64.5
11/26/2015,64,50,57
11/27/2015,63,42,52.5
11/28/2015,63,42,52.5
11/29/2015,62,41,51.5
11/30/2015,61,39,50
12/1/2015,65,38,51.5
12/2/2015,71,38,54.5
12/3/2015,77,42,59.5
12/4/2015,73,47,60
12/5/2015,75,46,60.5
12/6/2015,79,44,61.5
12/7/2015,79,50,64.5
12/8/2015,75,48,61.5
12/9/2015,73,49,61
12/10/2015,78,50,64
12/11/2015,67,54,60.5
12/12/2015,62,46,54
12/13/2015,61,40,50.5
12/14/2015,55,43,49
12/15/2015,55,37,46
12/16/2015,56,35,45.5
12/17/2015,58,36,47
12/18/2015,71,38,54.5
12/19/2015,66,47,56.5
12/20/2015,65,44,54.5
12/21/2015,62,43,52.5
12/22/2015,57,45,51
12/23/2015,67,53,60
12/24/2015,67,52,59.5
12/25/2015,61,43,52
12/26/2015,56,37,46.5
12/27/2015,59,35,47
12/28/2015,59,38,48.5
12/29/2015,56,42,49
12/30/2015,60,37,48.5
12/31/2015,62,35,48.5
1/1/2016,67,36,51.5
1/2/2016,70,47,58.5
1/3/2016,72,53,62.5
1/4/2016,62,53,57.5
1/5/2016,57,52,54.5
1/6/2016,60,50,55
1/7/2016,54,47,50.5
1/8/2016,56,45,50.5
1/9/2016,59,41,50
1/10/2016,56,44,50
1/11/2016,61,40,50.5
1/12/2016,66,38,52
1/13/2016,66,40,53
1/14/2016,64,41,52.5
1/15/2016,60,43,51.5
1/16/2016,62,40,51
1/17/2016,68,44,56
1/18/2016,68,45,56.5
1/19/2016,69,43,56
1/20/2016,72,47,59.5
1/21/2016,71,43,57
1/22/2016,76,45,60.5
1/23/2016,73,51,62
1/24/2016,67,45,56
1/25/2016,67,48,57.5
1/26/2016,71,42,56.5
1/27/2016,70,43,56.5
1/28/2016,72,46,59
1/29/2016,72,45,58.5
1/30/2016,74,47,60.5
1/31/2016,76,49,62.5
2/1/2016,55,45,50
2/2/2016,55,37,46
2/3/2016,57,34,45.5
2/4/2016,64,38,51
2/5/2016,69,39,54
2/6/2016,74,43,58.5
2/7/2016,79,47,63
2/8/2016,85,50,67.5
2/9/2016,86,59,72.5
2/10/2016,86,54,70
2/11/2016,85,55,70
2/12/2016,87,55,71
2/13/2016,87,53,70
2/14/2016,82,52,67
2/15/2016,85,52,68.5
2/16/2016,87,55,71
2/17/2016,90,57,73.5
2/18/2016,82,57,69.5
2/19/2016,81,59,70
2/20/2016,86,54,70
2/21/2016,86,54,70
2/22/2016,85,53,69
2/23/2016,74,57,65.5
2/24/2016,77,53,65
2/25/2016,84,52,68
2/26/2016,88,57,72.5
2/27/2016,87,58,72.5
2/28/2016,86,57,71.5
2/29/2016,88,59,73.5
3/1/2016,89,59,74
3/2/2016,90,58,74
3/3/2016,91,59,75
3/4/2016,88,60,74
3/5/2016,80,57,68.5
3/6/2016,80,63,71.5
3/7/2016,71,52,61.5
3/8/2016,73,52,62.5
3/9/2016,80,52,66
3/10/2016,85,54,69.5
3/11/2016,85,58,71.5
3/12/2016,72,53,62.5
3/13/2016,78,52,65
3/14/2016,79,54,66.5
3/15/2016,85,56,70.5
3/16/2016,87,56,71.5
3/17/2016,88,57,72.5
3/18/2016,89,56,72.5
3/19/2016,90,60,75
3/20/2016,91,61,76
3/21/2016,92,63,77.5
3/22/2016,81,64,72.5
3/23/2016,75,59,67
3/24/2016,80,52,66
3/25/2016,85,54,69.5
3/26/2016,86,57,71.5
3/27/2016,87,58,72.5
3/28/2016,84,61,72.5
3/29/2016,70,56,63
3/30/2016,69,52,60.5
3/31/2016,73,50,61.5
4/1/2016,79,52,65.5
4/2/2016,83,57,70
4/3/2016,89,59,74
4/4/2016,92,59,75.5
4/5/2016,92,61,76.5
4/6/2016,97,65,81
4/7/2016,90,67,78.5
4/8/2016,82,62,72
4/9/2016,83,63,73
4/10/2016,73,56,64.5
4/11/2016,77,55,66
4/12/2016,82,59,70.5
4/13/2016,86,62,74
4/14/2016,89,64,76.5
4/15/2016,83,64,73.5
4/16/2016,81,57,69
4/17/2016,82,63,72.5
4/18/2016,86,60,73
4/19/2016,90,63,76.5
4/20/2016,94,64,79
4/21/2016,97,65,81
4/22/2016,97,69,83
4/23/2016,88,68,78
4/24/2016,88,60,74
4/25/2016,81,67,74
4/26/2016,77,57,67
4/27/2016,83,60,71.5
4/28/2016,76,64,70
4/29/2016,82,64,73
4/30/2016,82,62,72
5/1/2016,79,59,69
5/2/2016,88,61,74.5
5/3/2016,94,64,79
5/4/2016,102,69,85.5
5/5/2016,97,72,84.5
5/6/2016,80,62,71
5/7/2016,77,58,67.5
5/8/2016,81,61,71
5/9/2016,86,62,74
5/10/2016,91,67,79
5/11/2016,95,70,82.5
5/12/2016,101,70,85.5
5/13/2016,102,72,87
5/14/2016,101,75,88
5/15/2016,95,74,84.5
5/16/2016,92,70,81
5/17/2016,91,70,80.5
5/18/2016,87,71,79
5/19/2016,94,70,82
5/20/2016,99,72,85.5
5/21/2016,94,73,83.5
5/22/2016,89,68,78.5
5/23/2016,89,66,77.5
5/24/2016,90,68,79
5/25/2016,91,66,78.5
5/26/2016,85,65,75
5/27/2016,93,67,80
5/28/2016,97,69,83
5/29/2016,98,72,85
5/30/2016,95,70,82.5
5/31/2016,98,70,84
6/1/2016,101,78,89.5
6/2/2016,108,77,92.5
6/3/2016,113,79,96
6/4/2016,115,82,98.5
6/5/2016,113,82,97.5
6/6/2016,111,82,96.5
6/7/2016,107,80,93.5
6/8/2016,108,82,95
6/9/2016,105,83,94
6/10/2016,99,83,91
6/11/2016,104,79,91.5
6/12/2016,103,75,89
6/13/2016,100,79,89.5
6/14/2016,99,75,87
6/15/2016,101,74,87.5
6/16/2016,101,76,88.5
6/17/2016,106,76,91
6/18/2016,111,76,93.5
6/19/2016,118,84,101
6/20/2016,116,90,103
6/21/2016,111,89,100
6/22/2016,112,88,100
6/23/2016,112,89,100.5
6/24/2016,109,87,98
6/25/2016,108,85,96.5
6/26/2016,106,90,98
6/27/2016,110,90,100
6/28/2016,113,89,101
6/29/2016,106,84,95
6/30/2016,97,81,89
7/1/2016,98,78,88
7/2/2016,104,82,93
7/3/2016,107,86,96.5
7/4/2016,110,87,98.5
7/5/2016,111,86,98.5
7/6/2016,107,85,96
7/7/2016,106,85,95.5
7/8/2016,109,84,96.5
7/9/2016,111,87,99
7/10/2016,111,87,99
7/11/2016,110,86,98
7/12/2016,110,81,95.5
7/13/2016,109,85,97
7/14/2016,111,89,100
7/15/2016,111,88,99.5
7/16/2016,108,90,99
7/17/2016,105,90,97.5
7/18/2016,106,81,93.5
7/19/2016,107,84,95.5
7/20/2016,108,85,96.5
7/21/2016,112,88,100
7/22/2016,112,91,101.5
7/23/2016,111,90,100.5
7/24/2016,107,90,98.5
7/25/2016,107,88,97.5
7/26/2016,111,91,101
7/27/2016,112,91,101.5
7/28/2016,110,89,99.5
7/29/2016,112,77,94.5
7/30/2016,101,80,90.5
7/31/2016,102,85,93.5
8/1/2016,100,80,90
8/2/2016,100,77,88.5
8/3/2016,98,81,89.5
8/4/2016,100,83,91.5
8/5/2016,98,76,87
8/6/2016,106,84,95
8/7/2016,109,86,97.5
8/8/2016,110,88,99
8/9/2016,97,77,87
8/10/2016,101,82,91.5
8/11/2016,98,78,88
8/12/2016,105,82,93.5
8/13/2016,108,84,96
8/14/2016,106,86,96
8/15/2016,110,86,98
8/16/2016,111,87,99
8/17/2016,109,84,96.5
8/18/2016,104,82,93
8/19/2016,104,79,91.5
8/20/2016,100,80,90
8/21/2016,101,76,88.5
8/22/2016,100,79,89.5
8/23/2016,96,74,85
8/24/2016,103,77,90
8/25/2016,103,77,90
8/26/2016,98,80,89
8/27/2016,97,80,88.5
8/28/2016,99,77,88
8/29/2016,105,79,92
8/30/2016,107,84,95.5
8/31/2016,106,82,94
9/1/2016,104,87,95.5
9/2/2016,105,84,94.5
9/3/2016,106,83,94.5
9/4/2016,101,76,88.5
9/5/2016,103,75,89
9/6/2016,101,78,89.5
9/7/2016,88,77,82.5
9/8/2016,96,74,85
9/9/2016,103,80,91.5
9/10/2016,104,82,93
9/11/2016,105,80,92.5
9/12/2016,101,83,92
9/13/2016,98,78,88
9/14/2016,98,76,87
9/15/2016,97,72,84.5
9/16/2016,97,70,83.5
9/17/2016,100,73,86.5
9/18/2016,105,72,88.5
9/19/2016,100,76,88
9/20/2016,89,81,85
9/21/2016,100,76,88
9/22/2016,87,73,80
9/23/2016,88,71,79.5
9/24/2016,90,62,76
9/25/2016,95,67,81
9/26/2016,91,75,83
9/27/2016,88,71,79.5
9/28/2016,96,70,83
9/29/2016,93,75,84
9/30/2016,96,73,84.5
10/1/2016,97,73,85
10/2/2016,86,70,78
10/3/2016,86,67,76.5
10/4/2016,85,59,72
10/5/2016,90,63,76.5
10/6/2016,90,67,78.5
10/7/2016,97,65,81
10/8/2016,97,75,86
10/9/2016,97,75,86
10/10/2016,96,73,84.5
10/11/2016,97,70,83.5
10/12/2016,92,67,79.5
10/13/2016,95,67,81
10/14/2016,96,67,81.5
10/15/2016,94,67,80.5
10/16/2016,92,66,79
10/17/2016,91,66,78.5
10/18/2016,90,66,78
10/19/2016,93,65,79
10/20/2016,97,63,80
10/21/2016,97,73,85
10/22/2016,97,71,84
10/23/2016,96,69,82.5
10/24/2016,90,72,81
10/25/2016,92,69,80.5
10/26/2016,96,69,82.5
10/27/2016,100,70,85
10/28/2016,93,76,84.5
10/29/2016,96,68,82
10/30/2016,93,70,81.5
10/31/2016,86,68,77
11/1/2016,82,66,74
11/2/2016,83,60,71.5
11/3/2016,84,62,73
11/4/2016,79,60,69.5
11/5/2016,82,61,71.5
11/6/2016,84,61,72.5
11/7/2016,86,61,73.5
11/8/2016,90,64,77
11/9/2016,85,68,76.5
11/10/2016,82,64,73
11/11/2016,83,62,72.5
11/12/2016,84,62,73
11/13/2016,85,58,71.5
11/14/2016,87,57,72
11/15/2016,86,59,72.5
11/16/2016,79,59,69
11/17/2016,72,56,64
11/18/2016,77,47,62
11/19/2016,83,54,68.5
11/20/2016,74,59,66.5
11/21/2016,71,56,63.5
11/22/2016,71,51,61
11/23/2016,74,51,62.5
11/24/2016,77,49,63
11/25/2016,81,48,64.5
11/26/2016,70,60,65
11/27/2016,66,49,57.5
11/28/2016,57,47,52
11/29/2016,62,44,53
11/30/2016,62,41,51.5
12/1/2016,62,43,52.5
12/2/2016,61,44,52.5
12/3/2016,70,43,56.5
12/4/2016,70,41,55.5
12/5/2016,69,44,56.5
12/6/2016,65,46,55.5
12/7/2016,67,47,57
12/8/2016,68,45,56.5
12/9/2016,72,47,59.5
12/10/2016,72,47,59.5
12/11/2016,73,50,61.5
12/12/2016,74,51,62.5
12/13/2016,75,54,64.5
12/14/2016,76,51,63.5
12/15/2016,75,53,64
12/16/2016,74,57,65.5
12/17/2016,67,44,55.5
12/18/2016,62,38,50
12/19/2016,70,42,56
12/20/2016,73,50,61.5
12/21/2016,70,59,64.5
12/22/2016,66,56,61
12/23/2016,62,53,57.5
12/24/2016,63,45,54
12/25/2016,55,40,47.5
12/26/2016,62,38,50
12/27/2016,70,42,56
12/28/2016,64,46,55
12/29/2016,77,49,63
12/30/2016,72,51,61.5
12/31/2016,63,54,58.5
1/1/2017,57,52,54.5
1/2/2017,58,47,52.5
1/3/2017,61,45,53
1/4/2017,67,46,56.5
1/5/2017,68,47,57.5
1/6/2017,66,49,57.5
1/7/2017,66,43,54.5
1/8/2017,74,50,62
1/9/2017,67,52,59.5
1/10/2017,70,49,59.5
1/11/2017,66,50,58
1/12/2017,69,46,57.5
1/13/2017,66,55,60.5
1/14/2017,65,54,59.5
1/15/2017,60,50,55
1/16/2017,64,50,57
1/17/2017,63,45,54
1/18/2017,67,45,56
1/19/2017,57,47,52
1/20/2017,53,48,50.5
1/21/2017,60,46,53
1/22/2017,61,44,52.5
1/23/2017,63,49,56
1/24/2017,58,42,50
1/25/2017,57,38,47.5
1/26/2017,58,37,47.5
1/27/2017,59,37,48
1/28/2017,64,35,49.5
1/29/2017,72,40,56
1/30/2017,76,44,60
1/31/2017,74,47,60.5
2/1/2017,75,46,60.5
2/2/2017,73,49,61
2/3/2017,72,50,61
2/4/2017,75,47,61
2/5/2017,76,46,61
2/6/2017,67,53,60
2/7/2017,73,51,62
2/8/2017,77,52,64.5
2/9/2017,82,54,68
2/10/2017,83,54,68.5
2/11/2017,79,59,69
2/12/2017,74,60,67
2/13/2017,74,59,66.5
2/14/2017,74,57,65.5
2/15/2017,75,59,67
2/16/2017,75,52,63.5
2/17/2017,75,57,66
2/18/2017,67,50,58.5
2/19/2017,60,50,55
2/20/2017,69,50,59.5
2/21/2017,76,52,64
2/22/2017,77,54,65.5
2/23/2017,63,47,55
2/24/2017,64,43,53.5
2/25/2017,67,42,54.5
2/26/2017,70,52,61
2/27/2017,65,48,56.5
2/28/2017,65,52,58.5
3/1/2017,70,45,57.5
3/2/2017,77,47,62
3/3/2017,77,53,65
3/4/2017,79,53,66
3/5/2017,75,58,66.5
3/6/2017,68,52,60
3/7/2017,75,47,61
3/8/2017,83,51,67
3/9/2017,86,55,70.5
3/10/2017,88,57,72.5
3/11/2017,89,60,74.5
3/12/2017,88,58,73
3/13/2017,92,61,76.5
3/14/2017,93,63,78
3/15/2017,91,64,77.5
3/16/2017,93,62,77.5
3/17/2017,93,64,78.5
3/18/2017,95,64,79.5
3/19/2017,96,64,80
3/20/2017,96,67,81.5
3/21/2017,93,66,79.5
3/22/2017,82,63,72.5
3/23/2017,72,54,63
3/24/2017,78,52,65
3/25/2017,83,57,70
3/26/2017,82,56,69
3/27/2017,83,59,71
3/28/2017,79,57,68
3/29/2017,85,57,71
3/30/2017,90,58,74
3/31/2017,70,56,63
4/1/2017,73,52,62.5
4/2/2017,82,53,67.5
4/3/2017,85,59,72
4/4/2017,79,57,68
4/5/2017,85,57,71
4/6/2017,91,60,75.5
4/7/2017,90,63,76.5
4/8/2017,89,61,75
4/9/2017,80,61,70.5
4/10/2017,85,56,70.5
4/11/2017,89,58,73.5
4/12/2017,92,61,76.5
4/13/2017,94,65,79.5
4/14/2017,90,62,76
4/15/2017,88,61,74.5
4/16/2017,91,62,76.5
4/17/2017,93,62,77.5
4/18/2017,95,65,80
4/19/2017,90,70,80
4/20/2017,93,64,78.5
4/21/2017,95,62,78.5
4/22/2017,96,65,80.5
4/23/2017,99,68,83.5
4/24/2017,93,69,81
4/25/2017,87,69,78
4/26/2017,90,64,77
4/27/2017,90,68,79
4/28/2017,87,67,77
4/29/2017,81,58,69.5
4/30/2017,87,58,72.5
5/1/2017,94,62,78
5/2/2017,97,67,82
5/3/2017,100,69,84.5
5/4/2017,103,73,88
5/5/2017,108,76,92
5/6/2017,98,73,85.5
5/7/2017,74,64,69
5/8/2017,83,60,71.5
5/9/2017,76,57,66.5
5/10/2017,80,60,70
5/11/2017,90,64,77
5/12/2017,97,71,84
5/13/2017,99,71,85
5/14/2017,93,70,81.5
5/15/2017,88,69,78.5
5/16/2017,78,61,69.5
5/17/2017,87,62,74.5
5/18/2017,86,67,76.5
5/19/2017,87,62,74.5
5/20/2017,94,68,81
5/21/2017,101,70,85.5
5/22/2017,104,73,88.5
5/23/2017,104,77,90.5
5/24/2017,108,75,91.5
5/25/2017,102,79,90.5
5/26/2017,96,74,85
5/27/2017,96,70,83
5/28/2017,102,72,87
5/29/2017,104,73,88.5
5/30/2017,101,77,89
5/31/2017,101,76,88.5
6/1/2017,99,78,88.5
6/2/2017,102,75,88.5
6/3/2017,107,78,92.5
6/4/2017,107,82,94.5
6/5/2017,107,83,95
6/6/2017,107,84,95.5
6/7/2017,106,82,94
6/8/2017,105,78,91.5
6/9/2017,106,79,92.5
6/10/2017,102,78,90
6/11/2017,101,76,88.5
6/12/2017,93,76,84.5
6/13/2017,96,69,82.5
6/14/2017,103,70,86.5
6/15/2017,108,73,90.5
6/16/2017,109,76,92.5
6/17/2017,110,78,94
6/18/2017,112,80,96
6/19/2017,118,84,101
6/20/2017,119,86,102.5
6/21/2017,117,90,103.5
6/22/2017,113,91,102
6/23/2017,112,87,99.5
6/24/2017,116,88,102
6/25/2017,116,93,104.5
6/26/2017,112,91,101.5
6/27/2017,110,86,98
6/28/2017,108,84,96
6/29/2017,108,83,95.5
6/30/2017,109,83,96
7/1/2017,112,80,96
7/2/2017,110,83,96.5
7/3/2017,107,88,97.5
7/4/2017,111,88,99.5
7/5/2017,112,87,99.5
7/6/2017,111,88,99.5
7/7/2017,118,91,104.5
7/8/2017,113,95,104
7/9/2017,109,87,98
7/10/2017,109,88,98.5
7/11/2017,104,82,93
7/12/2017,108,85,96.5
7/13/2017,109,87,98
7/14/2017,108,86,97
7/15/2017,109,87,98
7/16/2017,104,74,89
7/17/2017,99,76,87.5
7/18/2017,103,79,91
7/19/2017,102,82,92
7/20/2017,103,83,93
7/21/2017,103,83,93
7/22/2017,106,83,94.5
7/23/2017,103,76,89.5
7/24/2017,90,75,82.5
7/25/2017,102,80,91
7/26/2017,106,84,95
7/27/2017,110,89,99.5
7/28/2017,101,85,93
7/29/2017,103,83,93
7/30/2017,99,80,89.5
7/31/2017,107,85,96
8/1/2017,101,87,94
8/2/2017,96,81,88.5
8/3/2017,104,74,89
8/4/2017,103,76,89.5
8/5/2017,106,83,94.5
8/6/2017,105,84,94.5
8/7/2017,107,83,95
8/8/2017,108,82,95
8/9/2017,111,85,98
8/10/2017,105,89,97
8/11/2017,108,82,95
8/12/2017,103,80,91.5
8/13/2017,99,73,86
8/14/2017,103,79,91
8/15/2017,102,83,92.5
8/16/2017,103,78,90.5
8/17/2017,104,78,91
8/18/2017,106,79,92.5
8/19/2017,105,81,93
8/20/2017,102,84,93
8/21/2017,104,85,94.5
8/22/2017,108,83,95.5
8/23/2017,107,78,92.5
8/24/2017,104,79,91.5
8/25/2017,108,85,96.5
8/26/2017,110,87,98.5
8/27/2017,111,89,100
8/28/2017,110,90,100
8/29/2017,109,88,98.5
8/30/2017,108,89,98.5
8/31/2017,108,86,97
9/1/2017,110,85,97.5
9/2/2017,102,84,93
9/3/2017,103,83,93
9/4/2017,104,82,93
9/5/2017,108,85,96.5
9/6/2017,109,86,97.5
9/7/2017,105,85,95
9/8/2017,98,81,89.5
9/9/2017,97,80,88.5
9/10/2017,105,80,92.5
9/11/2017,108,88,98
9/12/2017,110,86,98
9/13/2017,108,86,97
9/14/2017,101,85,93
9/15/2017,98,77,87.5
9/16/2017,97,74,85.5
9/17/2017,98,77,87.5
9/18/2017,99,72,85.5
9/19/2017,100,71,85.5
9/20/2017,99,72,85.5
9/21/2017,98,72,85
9/22/2017,90,73,81.5
9/23/2017,86,66,76
9/24/2017,86,62,74
9/25/2017,89,62,75.5
9/26/2017,89,63,76
9/27/2017,92,68,80
9/28/2017,94,67,80.5
9/29/2017,98,69,83.5
9/30/2017,98,71,84.5
10/1/2017,98,69,83.5
10/2/2017,92,69,80.5
10/3/2017,97,69,83
10/4/2017,99,70,84.5
10/5/2017,98,75,86.5
10/6/2017,97,69,83
10/7/2017,96,66,81
10/8/2017,94,65,79.5
10/9/2017,89,66,77.5
10/10/2017,91,62,76.5
10/11/2017,98,71,84.5
10/12/2017,94,66,80
10/13/2017,95,68,81.5
10/14/2017,94,67,80.5
10/15/2017,97,65,81
10/16/2017,99,69,84
10/17/2017,97,72,84.5
10/18/2017,96,71,83.5
10/19/2017,96,74,85
10/20/2017,89,68,78.5
10/21/2017,85,66,75.5
10/22/2017,92,61,76.5
10/23/2017,97,63,80
10/24/2017,99,67,83
10/25/2017,94,71,82.5
10/26/2017,93,66,79.5
10/27/2017,92,61,76.5
10/28/2017,92,64,78
10/29/2017,91,65,78
10/30/2017,86,63,74.5
10/31/2017,82,63,72.5
11/1/2017,84,63,73.5
11/2/2017,82,64,73
11/3/2017,81,60,70.5
11/4/2017,82,68,75
11/5/2017,79,63,71
11/6/2017,83,59,71
11/7/2017,81,65,73
11/8/2017,83,64,73.5
11/9/2017,85,64,74.5
11/10/2017,86,61,73.5
11/11/2017,85,59,72
11/12/2017,86,58,72
11/13/2017,88,64,76
11/14/2017,87,60,73.5
11/15/2017,84,58,71
11/16/2017,86,60,73
11/17/2017,80,62,71
11/18/2017,79,56,67.5
11/19/2017,82,52,67
11/20/2017,79,54,66.5
11/21/2017,79,55,67
11/22/2017,88,55,71.5
11/23/2017,87,59,73
11/24/2017,86,58,72
11/25/2017,86,58,72
11/26/2017,89,57,73
11/27/2017,82,57,69.5
11/28/2017,74,53,63.5
11/29/2017,77,57,67
11/30/2017,76,62,69
12/1/2017,78,61,69.5
12/2/2017,84,58,71
12/3/2017,80,57,68.5
12/4/2017,73,53,63
12/5/2017,66,50,58
12/6/2017,75,50,62.5
12/7/2017,66,49,57.5
12/8/2017,66,42,54
12/9/2017,76,43,59.5
12/10/2017,78,60,69
12/11/2017,76,52,64
12/12/2017,75,46,60.5
12/13/2017,77,46,61.5
12/14/2017,74,45,59.5
12/15/2017,72,50,61
12/16/2017,67,49,58
12/17/2017,61,50,55.5
12/18/2017,67,46,56.5
12/19/2017,67,44,55.5
12/20/2017,68,45,56.5
12/21/2017,57,43,50
12/22/2017,58,36,47
12/23/2017,61,39,50
12/24/2017,70,41,55.5
12/25/2017,66,43,54.5
12/26/2017,70,41,55.5
12/27/2017,73,46,59.5
12/28/2017,75,43,59
12/29/2017,77,45,61
12/30/2017,77,47,62
12/31/2017,70,45,57.5
1/1/2018,73,43,58
1/2/2018,75,48,61.5
1/3/2018,76,47,61.5
1/4/2018,79,56,67.5
1/5/2018,77,50,63.5
1/6/2018,74,51,62.5
1/7/2018,75,53,64
1/8/2018,75,54,64.5
1/9/2018,80,54,67
1/10/2018,65,52,58.5
1/11/2018,70,48,59
1/12/2018,72,48,60
1/13/2018,78,47,62.5
1/14/2018,79,48,63.5
1/15/2018,75,49,62
1/16/2018,74,51,62.5
1/17/2018,72,52,62
1/18/2018,75,46,60.5
1/19/2018,77,48,62.5
1/20/2018,61,50,55.5
1/21/2018,58,41,49.5
1/22/2018,61,40,50.5
1/23/2018,70,40,55
1/24/2018,76,49,62.5
1/25/2018,77,46,61.5
1/26/2018,68,47,57.5
1/27/2018,73,43,58
1/28/2018,80,45,62.5
1/29/2018,83,55,69
1/30/2018,82,51,66.5
1/31/2018,81,50,65.5
2/1/2018,80,50,65
2/2/2018,80,50,65
2/3/2018,78,49,63.5
2/4/2018,80,50,65
2/5/2018,81,52,66.5
2/6/2018,80,51,65.5
2/7/2018,79,49,64
2/8/2018,84,48,66
2/9/2018,82,53,67.5
2/10/2018,78,52,65
2/11/2018,76,58,67
2/12/2018,66,54,60
2/13/2018,73,58,65.5
2/14/2018,61,54,57.5
2/15/2018,66,54,60
2/16/2018,66,53,59.5
2/17/2018,71,50,60.5
2/18/2018,74,51,62.5
2/19/2018,68,48,58
2/20/2018,60,43,51.5
2/21/2018,60,39,49.5
2/22/2018,63,41,52
2/23/2018,62,41,51.5
2/24/2018,60,39,49.5
2/25/2018,64,39,51.5
2/26/2018,69,41,55
2/27/2018,69,45,57
2/28/2018,60,44,52
3/1/2018,71,44,57.5
3/2/2018,77,46,61.5
3/3/2018,76,48,62
3/4/2018,67,53,60
3/5/2018,72,45,58.5
3/6/2018,80,49,64.5
3/7/2018,79,51,65
3/8/2018,81,57,69
3/9/2018,84,54,69
3/10/2018,75,62,68.5
3/11/2018,76,58,67
3/12/2018,83,58,70.5
3/13/2018,83,60,71.5
3/14/2018,85,61,73
3/15/2018,72,57,64.5
3/16/2018,74,53,63.5
3/17/2018,73,51,62
3/18/2018,68,53,60.5
3/19/2018,74,50,62
3/20/2018,80,50,65
3/21/2018,83,56,69.5
3/22/2018,89,62,75.5
3/23/2018,84,70,77
3/24/2018,82,59,70.5
3/25/2018,77,55,66
3/26/2018,75,55,65
3/27/2018,76,53,64.5
3/28/2018,80,53,66.5
3/29/2018,86,56,71
3/30/2018,89,60,74.5
3/31/2018,92,62,77
4/1/2018,93,66,79.5
4/2/2018,89,62,75.5
4/3/2018,88,62,75
4/4/2018,90,63,76.5
4/5/2018,92,64,78
4/6/2018,93,67,80
4/7/2018,94,69,81.5
4/8/2018,92,74,83
4/9/2018,95,65,80
4/10/2018,100,66,83
4/11/2018,96,66,81
